Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Year,Spotify Streams (Millions)
High Hopes,High Hopes On Saturday Night,Panic! At The Disco,2018-05-23,678,58.7,1602076880.0,207598.0,99517459.0,75.0,2018,1602.07688
Beggin',Chosen,Mï¿½ï¿½ne,2017-12-08,413,75.4,1601293263.0,358760.0,75186063.0,79.0,2017,1601.293263
What Do You Mean?,Full Circle: The Live Anthology,Justin Bieber,2011-11-20,"1,282",41.6,1599742798.0,137106.0,54447816.0,74.0,2011,1599.742798
Mask Off,EPIC AF,Future,2017-01-01,614,61.3,1596770801.0,281838.0,66110271.0,77.0,2017,1596.770801
Set Fire to the Rain,More Music 2011,Adele,2011-01-01,"1,518",37.7,1595514674.0,186319.0,52679491.0,77.0,2011,1595.514674
Silence,Silence,Marshmello,2017-08-11,741,56.3,1592440653.0,188349.0,52573571.0,77.0,2017,1592.440653
Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,"1,812",34.2,1590659204.0,203764.0,34418293.0,77.0,2017,1590.659204
Pompeii,Bad Blood (The Extended Cut),Bastille,2013-01-01,"1,434",38.9,1590278292.0,259895.0,65869505.0,71.0,2013,1590.278292
Ghost,Justice,Justin Bieber,2021-03-19,283,91.5,1586830204.0,151923.0,73574395.0,80.0,2021,1586.830204
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,2018-09-28,446,73.0,1570233605.0,37830.0,10568342.0,65.0,2018,1570.233605
Shivers,#NAME?,Ed Sheeran,2020-01-01,330,84.4,1568058093.0,188855.0,77441110.0,77.0,2020,1568.058093
traitor,SOUR,Olivia Rodrigo,2021-05-21,550,65.5,1564979439.0,150597.0,73290053.0,80.0,2021,1564.979439
Anti-Hero,Midnights,Taylor Swift,2022-10-21,91,161.8,1563224246.0,117005.0,97456780.0,80.0,2022,1563.224246
Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,2022-09-22,60,189.1,1556275789.0,210583.0,95974138.0,74.0,2022,1556.275789
Hello,Hello,Adele,2015-10-23,"1,186",43.6,1550553401.0,140637.0,42531792.0,68.0,2015,1550.553401
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,2020-03-20,884,51.4,1549317525.0,178149.0,71174158.0,73.0,2020,1549.317525
Sign of the Times,Sign of the Times,Harry Styles,2017-04-07,743,56.2,1532653504.0,191817.0,85380382.0,76.0,2017,1532.653504
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Now That's What I Call Music! 91,Ellie Goulding,2015-07-24,"1,617",36.5,1532640437.0,238.0,104606.0,6.0,2015,1532.640437
Love The Way You Lie,538 Hitzone 55,Eminem,2010-01-01,784,54.7,1532052160.0,236943.0,76167038.0,79.0,2010,1532.05216
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,310,86.6,1528107667.0,170648.0,55710071.0,73.0,2016,1528.107667
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,2017-01-01,881,51.4,1527159800.0,187813.0,83108168.0,76.0,2017,1527.1598
Old Town Road - Remix,Old Town Road,Lil Nas X,2019-04-05,404,76.2,1527106099.0,186252.0,34012219.0,68.0,2019,1527.106099
Psycho,Psycho (feat. Ty Dolla $ign),Post Malone,2018-02-23,650,59.5,1517935273.0,183827.0,31780671.0,70.0,2018,1517.935273
Titï¿½ï¿½ Me Pregu,Un Verano Sin Ti,Bad Bunny,2022-05-06,89,163.1,1514239759.0,190692.0,77283361.0,77.0,2022,1514.239759
Ric Flair Drip (with Metro Boomin),Without Warning,Offset,2017-10-30,"1,338",40.7,1506766477.0,257640.0,63705857.0,80.0,2017,1506.766477
The Middle,The Middle,Zedd,2018-01-23,"1,432",38.9,1503269550.0,135666.0,65498300.0,72.0,2018,1503.26955
Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,2021-09-03,495,69.2,1502382072.0,240419.0,57503380.0,75.0,2021,1502.382072
Pepas,Pepas,Farruko,2021-06-24,82,167.3,1500499584.0,359502.0,125112486.0,74.0,2021,1500.499584
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,2014-01-01,935,49.8,1497564072.0,255037.0,105180321.0,81.0,2014,1497.564072
Tusa,Tusa,KAROL G,2019-11-07,323,85.2,1497511486.0,157185.0,59187880.0,68.0,2019,1497.511486
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,2018-09-12,252,97.5,1486929795.0,266128.0,52476635.0,76.0,2018,1486.929795
Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,"1,943",32.8,1480311407.0,162952.0,72991098.0,78.0,2016,1480.311407
Mi Gente,Mi Gente,J Balvin,2017-06-30,257,96.4,1478442472.0,189504.0,45240294.0,69.0,2017,1478.442472
Timber (feat. Ke$ha),Greatest Hits,Pitbull,2009-01-01,"1,850",33.8,1477150302.0,241550.0,126126362.0,79.0,2009,1477.150302
ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,939,49.7,1474968552.0,170595.0,31145335.0,68.0,2019,1474.968552
Let You Down,Let You Down,NF,2017-09-15,"1,034",47.2,1472430869.0,187536.0,40032849.0,73.0,2017,1472.430869
Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over (Revised Asia Standard Version),Maroon 5,2010-01-01,"1,598",36.7,1461578587.0,216137.0,99533361.0,76.0,2010,1461.578587
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,2017-03-16,954,49.3,1456894713.0,141677.0,49274720.0,71.0,2017,1456.894713
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,2020-01-17,572,63.7,1456635235.0,241715.0,56568076.0,78.0,2020,1456.635235
In The Name Of Love,Pacha 2017,Martin Garrix,2015-10-23,637,60.4,1452194416.0,164935.0,69180262.0,75.0,2015,1452.194416
Callaita,Callaita,Bad Bunny,2019-05-31,638,60.0,1448173030.0,156477.0,70813159.0,70.0,2019,1448.17303
Hope,?,XXXTENTACION,2018-03-16,519,67.8,1442703001.0,201082.0,35338608.0,78.0,2018,1442.703001
you broke me first,you broke me first,Tate McRae,2020-04-17,409,75.6,1439465700.0,169076.0,47204234.0,77.0,2020,1439.4657
Friends,FRIENDS,Marshmello,2018-02-09,"1,869",33.6,1436709386.0,1231.0,419951.0,31.0,2018,1436.709386
FRIENDS,Speak Your Mind,Marshmello,2015-01-01,"1,399",39.6,1436709386.0,148480.0,33658538.0,70.0,2015,1436.709386
positions,positions,Ariana Grande,2020-10-23,368,80.0,1432830108.0,139215.0,53934095.0,74.0,2020,1432.830108
In My Mind,In My Mind,Dynoro,2017-11-15,567,63.8,1432473324.0,235239.0,70280564.0,74.0,2017,1432.473324
Look At Me!,Look At Me!,XXXTENTACION,2017-02-20,"1,864",33.7,1432465000.0,178342.0,32522476.0,75.0,2017,1432.465
Work from Home (feat. Ty Dolla $ign),Pop Party,Fifth Harmony,2016-01-01,535,66.4,1429277695.0,126593.0,41728493.0,71.0,2016,1429.277695
Side To Side,Dangerous Woman,Ariana Grande,2016-04-01,680,58.6,1427792654.0,120921.0,38322144.0,70.0,2016,1427.792654
24K Magic,24K Magic,Bruno Mars,2016-10-07,"1,340",40.6,1425996809.0,175419.0,63087960.0,77.0,2016,1425.996809
24K Magic,"NOW That's What I Call Music, Vol. 61",Bruno Mars,2017-01-27,"1,882",33.5,1425996809.0,995.0,505357.0,32.0,2017,1425.996809
Scars To Your Beautiful,Know-It-All,Alessia Cara,2015-11-13,"1,201",43.2,1422563654.0,129568.0,38951634.0,71.0,2015,1422.563654
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,188,110.7,1421763497.0,152592.0,62313059.0,78.0,2022,1421.763497
Diamonds,Unapologetic (Edited Version),Rihanna,2012-01-01,"1,063",46.5,1419912461.0,180128.0,62951327.0,70.0,2012,1419.912461
Lover,Lover,Taylor Swift,2019-08-16,"1,507",37.8,1413268808.0,104435.0,94697921.0,81.0,2019,1413.268808
Sucker,Sucker,Jonas Brothers,2019-03-01,775,55.0,1411856834.0,128280.0,42394972.0,73.0,2019,1411.856834
Shake It Off,1989 (Deluxe),Taylor Swift,2014-01-01,593,62.3,1409692678.0,162649.0,73697294.0,74.0,2014,1409.692678
Work,ANTI (Deluxe),Rihanna,2016-01-28,799,54.2,1399521364.0,144823.0,46076265.0,73.0,2016,1399.521364
Yonaguni,Yonaguni,Bad Bunny,2021-06-04,295,88.6,1398634184.0,177082.0,44848091.0,71.0,2021,1398.634184
Waiting For Love,Ibiza Residence 2015,Avicii,2015-01-01,"1,263",42.1,1397975653.0,205128.0,62368816.0,74.0,2015,1397.975653
Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,2019-06-28,"1,775",34.6,1394345347.0,119546.0,43578048.0,66.0,2019,1394.345347
Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,960,49.2,1394048309.0,211162.0,114187117.0,77.0,2012,1394.048309
Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,2022-08-25,53,198.0,1391688322.0,163876.0,130963116.0,77.0,2022,1391.688322
Calm Down Baby,Calm Down Baby - Single,DJ Laxman,2024-01-12,989,48.4,1389772733.0,1.0,1.0,,2024,1389.772733
In My Feelings,Scorpion,Drake,2018-06-29,766,55.4,1389607643.0,179820.0,36937605.0,68.0,2018,1389.607643
BUTTERFLY EFFECT,EPIC AF,Travis Scott,2017-01-01,"1,028",47.4,1388024799.0,219410.0,37089107.0,79.0,2017,1388.024799
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,2017-08-11,805,54.0,1382191196.0,119969.0,51471665.0,66.0,2017,1382.191196
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,2013-01-01,476,70.4,1379786786.0,204118.0,68556599.0,75.0,2013,1379.786786
Location,Location,Khalid,2016-05-24,760,55.6,1369299352.0,169370.0,32275029.0,71.0,2016,1369.299352
Into You,Dangerous Woman,Ariana Grande,2016-04-01,"1,571",37.0,1368497471.0,112014.0,38138998.0,72.0,2016,1368.497471
changes,changes,XXXTENTACION,2018-03-02,729,56.8,1366479990.0,171651.0,36731138.0,70.0,2018,1366.47999
Animals,Full Circle: The Live Anthology,Maroon 5,2011-11-20,"1,772",34.6,1365755853.0,183681.0,46890920.0,74.0,2011,1365.755853
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,2017-08-25,"1,516",37.7,1362614026.0,183645.0,51977530.0,79.0,2017,1362.614026
Wolves,Wolves,Selena Gomez,2017-10-25,"1,200",43.3,1358424406.0,123735.0,33188573.0,71.0,2017,1358.424406
Taste (feat. Offset),Taste (feat. Offset),Tyga,2018-05-16,338,83.1,1358105253.0,217189.0,31143734.0,69.0,2018,1358.105253
Ransom,Ransom,Lil Tecca,2019-05-22,307,86.8,1355971796.0,198992.0,52412236.0,77.0,2019,1355.971796
Better,Better,Khalid,2018-09-14,736,56.5,1355539058.0,108485.0,20494060.0,72.0,2018,1355.539058
Con Calma,Con Calma,Daddy Yankee,2019-01-24,236,101.4,1353028938.0,160122.0,52701166.0,73.0,2019,1353.028938
Ride It,Ride It,Regard,2019-07-26,382,78.2,1349427877.0,220002.0,106549747.0,76.0,2019,1349.427877
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,2019-01-11,663,59.1,1349115675.0,113525.0,53504146.0,71.0,2019,1349.115675
Castle on the Hill,Castle on the Hill,Ed Sheeran,2017-01-06,"1,635",36.2,1340305216.0,128114.0,42923398.0,73.0,2017,1340.305216
Todo De Ti,Todo De Ti,Rauw Alejandro,2021-05-20,249,98.0,1339352060.0,188874.0,76063128.0,75.0,2021,1339.35206
Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,Metro Boomin,2022-12-02,57,192.3,1337619917.0,228295.0,64806723.0,80.0,2022,1337.619917
Hotline Bling,Hotline Bling,Drake,2015-07-31,"1,588",36.7,1335494972.0,205003.0,49738762.0,72.0,2015,1335.494972
1-800-273-8255,1-800-273-8255,Logic,2017-04-28,"1,427",39.0,1332154389.0,155866.0,27988875.0,67.0,2017,1332.154389
no tears left to cry,No Tears Left To Cry,Ariana Grande,2018-04-20,923,50.2,1331371819.0,100503.0,36840744.0,71.0,2018,1331.371819
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,152,123.4,1325725696.0,171255.0,53040559.0,72.0,2020,1325.725696
Happier Than Ever,Happier Than Ever,Billie Eilish,2021-07-30,372,79.9,1321878145.0,189487.0,51228803.0,78.0,2021,1321.878145
Lemonade,Lemonade,Internet Money,2020-08-14,523,67.3,1320495311.0,280937.0,43396860.0,12.0,2020,1320.495311
PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,2016-03-25,"1,883",33.5,1320205697.0,124827.0,38410821.0,71.0,2016,1320.205697
MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,2018-10-11,503,68.7,1318254846.0,159832.0,44868247.0,71.0,2018,1318.254846
Stay,Unapologetic (Edited Version),Rihanna,2012-01-01,"1,607",36.6,1313274600.0,140970.0,62521370.0,69.0,2012,1313.2746
Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,161,120.1,1312168384.0,248793.0,50068571.0,75.0,2021,1312.168384
Galway Girl,ıı (Deluxe),Ed Sheeran,2017-03-03,"1,535",37.5,1311631709.0,121737.0,38983968.0,72.0,2017,1311.631709
cardigan,folklore,Taylor Swift,2020-07-24,"1,458",38.4,1307283069.0,94169.0,67796903.0,80.0,2020,1307.283069
Robbery,Robbery,Juice WRLD,2019-02-13,"1,131",44.7,1306374052.0,213493.0,32159591.0,73.0,2019,1306.374052
Apocalypse,Apocalypse,Cigarettes After Sex,2017-03-21,"1,628",36.3,1305189811.0,259761.0,79958707.0,82.0,2017,1305.189811
Just Give Me a Reason,The Truth About Love,P!nk,2012-09-14,"1,627",36.3,1301573727.0,145608.0,86545078.0,78.0,2012,1301.573727
Blueberry Faygo,Certified Hitmaker,Lil Mosey,2019-11-08,889,51.2,1295251940.0,197036.0,39104125.0,67.0,2019,1295.25194
Efecto,Un Verano Sin Ti,Bad Bunny,2022-05-06,292,90.1,1293773697.0,115332.0,51081689.0,77.0,2022,1293.773697
Light It Up (feat. Nyla & Fuse ODG) [Remix],Peace Is The Mission,Major Lazer,2015-05-29,"1,907",33.2,1293191157.0,147868.0,30229579.0,72.0,2015,1293.191157
SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,2018-09-12,"1,167",43.9,1291244134.0,241882.0,48328259.0,29.0,2018,1291.244134
Hawï¿½,Hawï¿½,Maluma,2020-07-29,415,75.3,1289186767.0,123303.0,48973048.0,73.0,2020,1289.186767
MIDDLE CHILD,MIDDLE CHILD,J. Cole,2019-01-24,836,53.1,1285518117.0,221749.0,47461150.0,74.0,2019,1285.518117
Unstoppable,Unstoppable,Sia,2016-01-21,548,65.5,1285237951.0,166761.0,75244498.0,76.0,2016,1285.237951
"Me, Myself & I","Me, Myself & I",G-Eazy,2015-10-14,745,56.2,1280838046.0,174312.0,39798446.0,73.0,2015,1280.838046
Nice For What,Nice For What,Drake,2018-04-06,"1,544",37.4,1276685592.0,192868.0,46195383.0,72.0,2018,1276.685592
Ho Hey,The Lumineers,The Lumineers,2012-01-01,"1,818",34.1,1273869800.0,214511.0,64606098.0,76.0,2012,1273.8698
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,901,50.9,1269760706.0,137601.0,32384233.0,76.0,2018,1269.760706
My Universe,My Universe,Coldplay,2021-09-24,688,58.2,1269607301.0,124247.0,79296537.0,71.0,2021,1269.607301
What Makes You Beautiful,Up All Night,One Direction,2011-01-01,"1,494",37.9,1265397717.0,175809.0,81950675.0,80.0,2011,1265.397717
hot girl bummer,hot girl bummer,blackbear,2019-08-23,658,59.2,1265080733.0,198773.0,30644248.0,70.0,2019,1265.080733
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,2019-07-05,761,55.6,1263989128.0,156671.0,25905453.0,72.0,2019,1263.989128
Glimpse of Us,Glimpse of Us,Joji,2022-06-10,242,99.8,1262308912.0,234936.0,83890841.0,74.0,2022,1262.308912
greedy,greedy,Tate McRae,2023-09-14,18,293.7,1258569694.0,105218.0,198845580.0,87.0,2023,1258.569694
Butter,Butter,BTS,2021-05-21,302,87.5,1257974135.0,90160.0,40533320.0,70.0,2021,1257.974135
Whatever It Takes,Whatever It Takes,Imagine Dragons,2017-05-09,944,49.5,1257258072.0,156442.0,33271283.0,76.0,2017,1257.258072
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,2019-01-01,486,70.0,1251675613.0,233472.0,41467312.0,67.0,2019,1251.675613
Under The Influence,Indigo (Extended),Chris Brown,2019-10-04,423,74.9,1249760413.0,202465.0,56664631.0,79.0,2019,1249.760413
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,2018-05-25,916,50.5,1244981489.0,295646.0,48300175.0,78.0,2018,1244.981489
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,189,110.2,1237874594.0,276882.0,51153940.0,67.0,2020,1237.874594
Royals,The Love Club EP,Lorde,2012-01-01,"1,386",39.8,1232502989.0,163195.0,59733007.0,73.0,2012,1232.502989
Bad Romance,The Fame Monster (France FNAC Version),Lady Gaga,2009-01-01,"1,624",36.4,1229109018.0,166904.0,87537106.0,77.0,2009,1229.109018
Natural,Natural,Imagine Dragons,2018-07-17,674,58.8,1228556153.0,154255.0,36941962.0,75.0,2018,1228.556153
Bones,Bones,Imagine Dragons,2022-03-11,180,112.0,1227475431.0,180053.0,70861210.0,78.0,2022,1227.475431
Stay (with Alessia Cara),Stay,Zedd,2017-02-23,"1,949",32.6,1224136357.0,115858.0,34379868.0,70.0,2017,1224.136357
Where Are You Now,Where Are You Now,Lost Frequencies,2021-07-30,370,79.9,1223329465.0,211823.0,114773091.0,74.0,2021,1223.329465
Lose You To Love Me,Lose You To Love Me,Selena Gomez,2019-10-23,"1,123",44.8,1222228366.0,109325.0,48327775.0,72.0,2019,1222.228366
Ella Baila Sola,Ella Baila Sola,Eslabon Armado,2023-03-16,84,166.5,1215336974.0,129463.0,39814172.0,74.0,2023,1215.336974
What Lovers Do (feat. SZA),What Lovers Do (feat. SZA),Maroon 5,2017-08-30,"1,763",34.7,1206495254.0,92624.0,27086243.0,68.0,2017,1206.495254
Say So,Hot Pink,Doja Cat,2019-11-07,306,87.0,1199270601.0,161574.0,48493190.0,69.0,2019,1199.270601
Break My Heart,Break My Heart,Dua Lipa,2020-03-25,496,69.2,1198689895.0,130486.0,49149923.0,71.0,2020,1198.689895
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,2020-07-03,636,60.4,1196521179.0,190615.0,90132900.0,74.0,2020,1196.521179
The Business,The Business,Tiï¿½ï¿,2020-09-16,381,78.3,1191635193.0,255697.0,78272032.0,70.0,2020,1191.635193
Going Bad (feat. Drake),Championships,Meek Mill,2018-11-30,"1,330",40.7,1189579197.0,190095.0,47916138.0,73.0,2018,1189.579197
MONEY,LALISA,LISA,2021-09-10,210,105.5,1189335848.0,103236.0,33637835.0,73.0,2021,1189.335848
PROVENZA,PROVENZA,KAROL G,2022-04-22,151,123.8,1185929926.0,103026.0,64847502.0,76.0,2022,1185.929926
Centuries,Centuries,Fall Out Boy,2014-09-09,"1,501",37.9,1184571362.0,180715.0,48698123.0,75.0,2014,1184.571362
Arcade,Arcade,Duncan Laurence,2019-03-07,"1,029",47.4,1184536529.0,199838.0,52970224.0,69.0,2019,1184.536529
Trap Queen,Trap Queen,Fetty Wap,2014-12-15,744,56.2,1182373720.0,201337.0,36698633.0,70.0,2014,1182.37372
Panda,Panda,Desiigner,2016-02-26,219,104.2,1181348550.0,170002.0,34000497.0,62.0,2016,1181.34855
Need To Know,Need To Know,Doja Cat,2021-06-11,344,82.5,1178076856.0,164743.0,42269625.0,71.0,2021,1178.076856
China,China,Anuel AA,2019-07-19,376,79.5,1178076574.0,137559.0,58323638.0,68.0,2019,1178.076574
Intentions (feat. Quavo),Intentions,Justin Bieber,2020-02-07,521,67.5,1177960398.0,124387.0,38596274.0,69.0,2020,1177.960398
Te Botï¿½ï¿½ - R,Flow La Movie Remixes,Nio Garcia,2017-01-01,625,60.9,1176693861.0,132271.0,43704712.0,69.0,2017,1176.693861
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,553,65.0,1165842896.0,62333.0,28686399.0,70.0,2019,1165.842896
Like Crazy,FACE,Jimin,2023-03-24,"1,308",41.1,1165398518.0,16425.0,22818507.0,84.0,2023,1165.398518
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Greatest Hits,Pitbull,2009-01-01,"1,898",33.3,1164166623.0,262779.0,103712117.0,81.0,2009,1164.166623
No Lie,Dua Lipa (Complete Edition),Sean Paul,2015-01-01,"1,384",39.8,1162659862.0,180669.0,44962652.0,76.0,2015,1162.659862
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2020-02-21,665,59.1,1157206056.0,189404.0,63215005.0,75.0,2020,1157.206056
Sorry Not Sorry,Sorry Not Sorry,Demi Lovato,2017-07-11,"1,489",38.0,1156601592.0,78398.0,28404966.0,67.0,2017,1156.601592
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,"1,026",47.4,1156342373.0,168603.0,66723908.0,78.0,2015,1156.342373
Roar,2013 The Hottest,Katy Perry,2013-01-01,725,56.9,1156191242.0,146653.0,68107488.0,73.0,2013,1156.191242
Falling Down - Bonus Track,Falling Down,Lil Peep,2018-09-19,541,66.1,1156060152.0,189320.0,31366549.0,76.0,2018,1156.060152
Calma - Remix,Calma (Remix),Pedro Capï¿,2018-10-05,303,87.2,1153753974.0,118846.0,37335160.0,67.0,2018,1153.753974
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,2017-08-24,876,51.6,1152346128.0,93178.0,62880711.0,75.0,2017,1152.346128
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,2020-11-18,435,73.9,1151629030.0,201783.0,55679157.0,77.0,2020,1151.62903
Bank Account,Issa Album,21 Savage,2017-07-06,"1,267",42.0,1150653471.0,195032.0,31101180.0,70.0,2017,1150.653471
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,"1,483",38.1,1145402792.0,134427.0,81562006.0,69.0,2019,1145.402792
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,We Are Young (feat. Janelle Monï¿½ï,fun.,2011-09-20,"1,414",39.3,1143172586.0,216588.0,73069486.0,72.0,2011,1143.172586
Romantic Homicide,Romantic Homicide,d4vd,2022-07-20,308,86.8,1136504636.0,152157.0,60605828.0,81.0,2022,1136.504636
happier,SOUR,Olivia Rodrigo,2021-05-21,"1,015",47.7,1133535049.0,116055.0,29173011.0,79.0,2021,1133.535049
Outside (feat. Ellie Goulding),Full Circle: The Live Anthology,Calvin Harris,2011-11-20,"1,708",35.3,1128783268.0,167396.0,68560436.0,79.0,2011,1128.783268
Breaking Me,Breaking Me (feat. A7S),Topic,2019-12-19,590,62.5,1128612961.0,184002.0,50489973.0,69.0,2019,1128.612961
abcdefu,abcdefu,GAYLE,2021-08-13,206,106.2,1128273165.0,193857.0,61311826.0,70.0,2021,1128.273165
golden hour,golden hour,JVKE,2022-07-15,183,111.4,1126986320.0,200887.0,45885823.0,73.0,2022,1126.98632
Daylight,Daylight,David Kushner,2023-04-14,44,207.0,1126820069.0,177800.0,85255689.0,82.0,2023,1126.820069
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,193,109.5,1125681368.0,251023.0,32574699.0,72.0,2020,1125.681368
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-01-19,"1,893",33.3,1124147912.0,131363.0,33090658.0,65.0,2018,1124.147912
It's You,It's You,Ali Gatie,2019-06-14,"1,292",41.4,1123039235.0,140766.0,29272883.0,72.0,2019,1123.039235
This Girl (Kungs Vs. Cookin' On 3 Burners),This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,2016-02-19,"1,719",35.3,1121107262.0,193004.0,76999574.0,75.0,2016,1121.107262
